fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
6,0.33,0.2,1.8,0.031,49,6
6,0.33,0.2,1.8,0.031,49,6
7.3,0.2,0.29,19.5,0.039,69,6
6.6,0.23,0.37,8.5,0.036,46,6
7.3,0.2,0.29,19.9,0.039,69,6
6.2,0.47,0.19,8.3,0.029,24,6
6,0.33,0.2,1.8,0.031,49,6
7.2,0.14,0.32,1.1,0.022,48,6
5.7,0.22,0.22,16.65,0.044,39,6
5.7,0.22,0.22,16.65,0.044,39,6
5.7,0.22,0.22,16.65,0.044,39,6
8.1,0.2,0.28,0.9,0.023,49,6
5.8,0.14,0.15,6.1,0.042,27,6
4.8,0.21,0.21,10.2,0.037,17,7
8.1,0.2,0.28,0.9,0.023,49,6
5.7,0.22,0.22,16.65,0.044,39,6
7.5,0.34,0.24,3.85,0.031,5,4
6.6,0.64,0.28,4.4,0.032,19,6
7,0.48,0.12,4.5,0.05,23,5
7.6,0.37,0.34,3.2,0.028,42,6
7,0.48,0.12,4.5,0.05,23,5
6.6,0.64,0.28,4.4,0.032,19,6
8,0.25,0.27,9.7,0.036,15,6
7.6,0.38,0.28,4.2,0.029,7,6
6.9,0.26,0.27,4.2,0.031,20,6
7.8,0.15,0.34,1.1,0.035,31,7
8,0.25,0.27,9.7,0.036,15,6
6.9,0.26,0.27,4.2,0.031,20,6
5.9,0.655,0,5.6,0.033,8,4
7.6,0.38,0.28,4.2,0.029,7,6
7.8,0.31,0.4,1.6,0.027,20,6
8.1,0.17,0.21,1.6,0.036,24,6
6.8,0.18,0.28,1.1,0.027,32,7
7.4,0.28,0.36,14.6,0.048,35,5
7.3,0.23,0.27,2.6,0.035,39,7
6.7,0.22,0.22,1.2,0.038,5,4
7.4,0.25,0.28,7.25,0.028,14,7
7.5,0.3,0.21,6.55,0.026,33,5
7.2,0.26,0.24,7,0.023,19,7
6.3,0.32,0.32,1.5,0.037,12,6
7.7,0.24,0.3,1.4,0.041,15,6
7.4,0.25,0.28,7.25,0.028,14,7
7,0.24,0.35,1,0.032,42,7
5.8,0.28,0.28,4.2,0.044,52,7
6.8,0.19,0.71,17.5,0.042,21,6
6.8,0.19,0.71,17.5,0.042,21,6
6.8,0.19,0.71,17.5,0.042,21,6
6.6,0.19,0.35,1.5,0.037,37,7
6.4,0.28,0.36,1.3,0.053,28,5
5.6,0.28,0.27,3.9,0.043,52,7
5.6,0.28,0.28,4.2,0.044,52,7
6.8,0.19,0.32,7.6,0.049,37,7
7.2,0.16,0.29,1,0.031,40,7
6.6,0.17,0.28,1.1,0.034,55,7
6.6,0.19,0.28,11.8,0.042,54,6
5.8,0.2,0.24,1.4,0.033,65,7
6.6,0.39,0.38,9.7,0.053,49,6
6.8,0.12,0.3,12.9,0.049,32,6
6.6,0.295,0.24,1.6,0.039,29,7
6.6,0.26,0.24,7.2,0.038,28,6
7,0.32,0.27,7.1,0.027,37,7
7.4,0.36,0.23,1.9,0.017,31,6
6.7,0.35,0.48,8.8,0.056,35,5
6.4,0.38,0.24,7.2,0.047,41,5
6.8,0.14,0.18,1.4,0.047,30,6
7,0.16,0.25,14.3,0.044,27,6
7,0.16,0.25,14.3,0.044,27,6
6.7,0.35,0.48,8.8,0.056,35,5
6.8,0.14,0.18,1.4,0.047,30,6
6.8,0.16,0.18,1.8,0.046,31,6
7,0.16,0.25,14.3,0.044,27,6
6.4,0.38,0.24,7.2,0.047,41,5
7.2,0.24,0.3,1.2,0.037,11,6
7.7,0.32,0.61,11.8,0.041,66,5
7,0.29,0.33,0.9,0.041,20,5
7.1,0.27,0.24,12.6,0.044,48,7
6.8,0.45,0.28,26.05,0.031,27,6
6.3,0.2,0.26,4.7,0.04,108,7
7.1,0.27,0.24,12.6,0.044,48,7
7.2,0.24,0.3,1.2,0.037,11,6
6.8,0.45,0.28,26.05,0.031,27,6
6.6,0.36,0.28,6.1,0.029,12,7
7.7,0.32,0.61,11.8,0.041,66,5
7,0.29,0.33,0.9,0.041,20,5
6.4,0.37,0.2,5.6,0.117,61,5
6.4,0.38,0.2,5.3,0.117,57,6
6.4,0.36,0.2,5.7,0.118,61,6
6.6,0.3,0.25,8,0.036,21,6
6.6,0.3,0.25,8,0.036,21,6
6.5,0.21,0.51,17.6,0.045,34,6
6.6,0.3,0.25,8,0.036,21,6
7.6,0.31,0.27,8.8,0.021,57,7
5.8,0.58,0,1.5,0.02,33,6
6.5,0.26,0.39,1.4,0.02,12,7
8.7,0.3,0.34,4.8,0.018,23,7
6.4,0.29,0.32,2.4,0.014,34,7
6.7,0.13,0.32,3.7,0.017,32,6
6.8,0.19,0.33,4.9,0.047,42,6
6,0.25,0.4,5.7,0.052,56,6
6,0.25,0.4,5.7,0.052,56,6
6.8,0.19,0.33,4.9,0.047,42,6
6.4,0.24,0.23,2,0.046,30,7
5.9,0.18,0.28,5.1,0.039,50,6
7.2,0.33,0.22,4.5,0.031,10,7
6.4,0.29,0.24,3.2,0.037,31,7
7.3,0.31,0.25,6.65,0.032,30,5
7,0.29,0.37,1.6,0.035,34,6
6.9,0.19,0.6,4,0.037,6,4
6.3,0.32,0.17,17.75,0.06,51,6
6.6,0.085,0.33,1.4,0.036,17,6
6.3,0.32,0.17,17.75,0.06,51,6
6.8,0.18,0.32,7.2,0.047,17,6
6.8,0.52,0.26,5.7,0.038,27,7
7.1,0.28,0.28,8.5,0.03,25,7
5.7,0.15,0.47,11.4,0.035,49,8
5.8,0.275,0.3,5.4,0.043,41,7
5.4,0.53,0.16,2.7,0.036,34,8
5.8,0.32,0.28,4.3,0.032,46,8
6.7,0.22,0.39,1.2,0.049,26,6
6.1,0.6,0.12,1.8,0.05,11,4
6.5,0.26,0.31,1.3,0.034,59,6
5,0.29,0.54,5.7,0.035,54,8
5.4,0.53,0.16,2.7,0.036,34,8
6.8,0.21,0.26,11.7,0.038,61,7
5.8,0.32,0.28,4.3,0.032,46,8
6.5,0.27,0.26,11,0.03,2,5
5.9,0.37,0.32,1.6,0.029,41,7
6.2,0.21,0.18,11.6,0.044,61,6
6.8,0.3,0.29,6.2,0.025,29,7
7.3,0.41,0.29,1.8,0.032,26,8
5.4,0.3,0.3,1.2,0.029,25,7
6.6,0.34,0.2,1,0.053,26,5
5.6,0.25,0.19,2.4,0.049,42,6
5.3,0.3,0.3,1.2,0.029,25,7
6.9,0.58,0.58,8.2,0.032,29,6
7.2,0.23,0.25,18.8,0.085,19,5
7.1,0.2,0.27,9.6,0.037,19,7
6.8,0.15,0.41,12.9,0.044,79.5,6
7,0.22,0.26,9.2,0.027,37,8
6.4,0.16,0.44,1.2,0.051,39,7
6.8,0.15,0.41,12.9,0.044,79.5,6
6.8,0.31,0.3,8,0.028,33,7
6.8,0.15,0.41,12.9,0.044,79.5,6
7.6,0.3,0.37,1.6,0.087,27,5
6,0.16,0.27,12,0.03,39,5
7.1,0.21,0.35,2.5,0.04,41,6
7,0.22,0.26,9.2,0.027,37,8
5.6,0.21,0.24,4.4,0.027,37,7
7.4,0.22,0.26,8.8,0.027,23,6
7.1,0.2,0.27,9.6,0.037,19,7
6.8,0.31,0.3,8,0.028,33,7
7.2,0.23,0.25,18.8,0.085,19,5
6.4,0.15,0.4,1.3,0.053,61,6
6.4,0.16,0.44,1.2,0.051,39,7
6.8,0.15,0.41,12.9,0.044,79.5,6
6.3,0.22,0.34,1.2,0.036,32,6
7.6,0.3,0.37,1.6,0.087,27,5
7,0.3,0.27,1.5,0.076,24,5
6.6,0.26,0.22,18.15,0.05,23,5
7.5,0.24,0.31,13.1,0.05,26,6
7.5,0.24,0.31,13.1,0.05,26,6
7.5,0.24,0.31,13.1,0.05,26,6
7.5,0.24,0.31,13.1,0.05,26,6
6.6,0.15,0.34,1,0.037,45,6
6.7,0.34,0.43,1.6,0.041,29,6
7.7,0.35,0.46,11.8,0.088,61,5
6.7,0.31,0.09,1.4,0.039,53,5
4.7,0.67,0.09,1,0.02,5,5
7.5,0.24,0.31,13.1,0.05,26,6
6.3,0.2,0.18,10.6,0.045,57,5
6.6,0.28,0.23,10.4,0.049,45,5
8.5,0.18,0.3,1.1,0.028,34,4
6.5,0.35,0.38,7.4,0.036,20,6
6.8,0.22,0.26,1.2,0.041,29,5
6.3,0.18,0.24,3.4,0.053,20,6
6.6,0.26,0.22,18.15,0.05,23,5
6.6,0.3,0.45,8,0.038,54,5
6.3,0.34,0.27,2.5,0.024,40,7
7.7,0.3,0.23,2,0.068,28,5
7.7,0.31,0.23,2,0.069,29,5
5.7,0.265,0.28,6.9,0.036,46,7
5.4,0.255,0.33,1.2,0.051,29,6
6.6,0.26,0.28,9.4,0.028,13,6
4.8,0.17,0.28,2.9,0.03,22,7
5.7,0.265,0.28,6.9,0.036,46,7
6.2,0.2,0.33,5.4,0.028,21,7
7.5,0.28,0.41,1.3,0.044,11,5
6.2,0.22,0.2,20.8,0.035,58,6
7,0.34,0.26,10.3,0.041,51,6
7.5,0.28,0.41,1.3,0.044,11,5
6.5,0.19,0.34,1.6,0.029,39,6
6,0.21,0.29,13.1,0.042,28,5
6.1,0.22,0.46,1.8,0.16,34,6
6.5,0.32,0.48,8,0.026,18,4
7.1,0.21,0.72,1.6,0.167,65,5
5.6,0.26,0.18,1.4,0.034,18,6
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7,0.15,0.28,14.7,0.051,29,7
7.4,0.27,0.28,1.8,0.04,45,5
6.8,0.22,0.3,10.6,0.07,67,6
6.2,0.24,0.25,12.5,0.055,47,5
6.3,0.28,0.29,6.8,0.051,40,6
7,0.15,0.28,14.7,0.051,29,7
5.5,0.17,0.23,2.9,0.039,10,5
6.5,0.26,0.34,1.4,0.04,25,5
6.6,0.27,0.33,1.4,0.042,24,5
5.4,0.46,0.15,2.1,0.026,29,8
7.8,0.19,0.32,7.4,0.015,47,6
5.5,0.17,0.23,2.9,0.039,10,5
6.5,0.26,0.34,1.4,0.04,25,5
6.6,0.27,0.33,1.4,0.042,24,5
7.8,0.19,0.32,7.4,0.015,47,6
7.8,0.2,0.32,5,0.016,31,6
6.1,0.17,0.28,2.5,0.028,22,7
7.4,0.2,0.35,6.1,0.025,10,5
6.7,0.39,0.24,2.7,0.017,22,5
5.4,0.46,0.15,2.1,0.026,29,8
6.9,0.4,0.17,12.9,0.033,59,5
6.9,0.4,0.17,12.9,0.033,59,5
6.9,0.4,0.17,12.9,0.033,59,5
6.3,0.24,0.29,13.7,0.035,53,6
6.9,0.4,0.17,12.9,0.033,59,5
7.4,0.27,0.31,2.4,0.014,15,4
6.1,0.27,0.28,9.8,0.042,61,6
6.3,0.24,0.29,13.7,0.035,53,6
5,0.61,0.12,1.3,0.009,65,5
6.7,0.42,0.39,12.1,0.04,61,5
6.5,0.33,0.28,6.1,0.018,41,6
6.9,0.33,0.31,7.7,0.04,29,5
6.5,0.33,0.28,6.1,0.018,41,6
6.3,0.15,0.3,1.4,0.022,38,7
6.5,0.32,0.45,7.7,0.022,31,7
6.7,0.42,0.39,12.1,0.04,61,5
7.4,0.25,0.29,6.8,0.02,31,6
7.6,0.27,0.3,9.2,0.018,23,6
6.4,0.27,0.45,8.3,0.05,52,5
6.5,0.25,0.27,17.4,0.064,29,6
5.6,0.19,0.31,2.7,0.027,11,7
7.4,0.29,0.48,12.8,0.037,61.5,5
6.4,0.34,0.44,8.2,0.043,54,5
6.6,0.27,0.52,8.1,0.044,53,5
6.6,0.26,0.52,8.2,0.047,52,6
6.4,0.27,0.45,8.3,0.05,52,5
6.5,0.26,0.5,8,0.051,46,5
6.8,0.25,0.3,11.8,0.043,53,6
6.3,0.32,0.26,12,0.049,63,6
5.5,0.24,0.45,1.7,0.046,22,5
6.5,0.25,0.27,17.4,0.064,29,6
6.6,0.13,0.29,13.9,0.056,33,6
7,0.39,0.21,10.7,0.098,13,5
7.9,0.21,0.39,2,0.057,21,5
7,0.3,0.28,2.2,0.042,21,5
8.1,0.2,0.3,1.3,0.036,7,5
8.3,0.18,0.3,1.1,0.033,20,6
7.9,0.21,0.39,2,0.057,21,5
7.2,0.17,0.34,6.4,0.042,16,6
8.1,0.2,0.3,1.3,0.036,7,5
8.3,0.18,0.3,1.1,0.033,20,6
7,0.39,0.21,10.7,0.098,13,5
6.8,0.21,0.62,6.4,0.041,7,5
6.9,0.21,0.62,6.3,0.042,7,6
7.2,0.17,0.34,6.4,0.042,16,6
6.8,0.26,0.34,15.1,0.06,42,3
7.2,0.28,0.38,2,0.052,23,5
7.9,0.21,0.39,2,0.057,21,5
7,0.3,0.28,2.2,0.042,21,5
7.4,0.34,0.28,12.1,0.049,31,5
6.3,0.43,0.32,8.8,0.042,18,7
6.8,0.41,0.3,8.8,0.045,28,5
6.3,0.4,0.24,5.1,0.036,43,6
5.1,0.35,0.26,6.8,0.034,36,6
5.1,0.35,0.26,6.8,0.034,36,6
6.3,0.3,0.2,3.7,0.039,34,5
6.9,0.28,0.28,12.2,0.042,52,6
7,0.33,0.28,5.7,0.033,39,6
6.7,0.26,0.49,8.1,0.052,48,5
7.3,0.24,0.3,2.5,0.042,31,7
6.7,0.46,0.21,4,0.034,12,6
5.1,0.35,0.26,6.8,0.034,36,6
5.1,0.23,0.18,1,0.053,13,5
6.3,0.4,0.24,5.1,0.036,43,6
7.1,0.44,0.23,5.8,0.035,24,7
4.8,0.26,0.23,10.6,0.034,23,7
6.8,0.31,0.19,3.5,0.086,30,5
6.8,0.31,0.19,3.5,0.086,30,5
7,0.15,0.29,16.4,0.058,45,6
6.5,0.41,0.22,4.8,0.052,49,5
6.2,0.31,0.23,3.3,0.052,34,5
8,0.27,0.33,1.2,0.05,41,6
8,0.27,0.33,1.2,0.05,41,6
6.5,0.41,0.22,4.8,0.052,49,5
6.2,0.31,0.23,3.3,0.052,34,5
6.7,0.37,0.25,2.5,0.028,24,6
6.6,0.21,0.5,8.7,0.036,41,6
7.5,0.26,0.31,1.6,0.032,36,6
7.5,0.34,0.28,4,0.028,46,7
6.7,0.37,0.25,2.5,0.028,24,6
6.4,0.32,0.23,16.2,0.055,36,5
6.7,0.24,0.32,9,0.023,20,6
6.4,0.32,0.23,16.2,0.055,36,5
7.1,0.39,0.79,1.4,0.194,23,6
8.2,0.31,0.43,7,0.047,18,5
6.7,0.24,0.32,9,0.023,20,6
5.9,0.17,0.29,3.1,0.03,32,7
5.9,0.2,0.23,1.5,0.037,38,6
6.6,0.32,0.26,4.6,0.031,26,7
5.9,0.12,0.27,4.8,0.03,40,6
5.9,0.18,0.29,4.6,0.032,68,6
5.9,0.2,0.23,1.5,0.037,38,6
5.4,0.17,0.27,2.7,0.049,28,6
6.1,0.21,0.3,6.3,0.039,47,6
7.3,0.25,0.26,7.2,0.048,52,5
7.3,0.25,0.26,7.2,0.048,52,5
6.2,0.22,0.3,12.4,0.054,108,6
6.5,0.27,0.19,6.6,0.045,98,6
6.5,0.27,0.19,6.6,0.045,98,6
6.6,0.39,0.22,4,0.038,17,7
6,0.31,0.38,4.8,0.04,41,6
8.4,0.23,0.32,1.3,0.048,59,6
7.3,0.25,0.26,7.2,0.048,52,5
6,0.22,0.25,11.1,0.056,112,6
6.2,0.22,0.3,12.4,0.054,108,6
6.1,0.23,0.27,9.8,0.055,74,6
6.5,0.27,0.19,6.6,0.045,98,6
7.3,0.36,0.54,13.3,0.054,63,4
7.6,0.37,0.51,11.7,0.094,58,5
6.7,0.26,0.51,8,0.062,50,5
7.4,0.22,0.27,1.6,0.057,45,7
6.1,0.22,0.28,16.55,0.059,54,5
7.1,0.28,0.31,1.5,0.053,20,5
6.5,0.35,0.31,10.2,0.069,58,5
6.8,0.73,0.2,6.6,0.054,25,4
6,0.28,0.24,17.8,0.047,42,6
6,0.28,0.24,17.8,0.047,42,6
7.1,0.2,0.37,1.5,0.049,28,5
6.8,0.33,0.31,7.4,0.045,34,6
6,0.28,0.24,17.8,0.047,42,6
7.2,0.24,0.36,2,0.029,21,6
6.8,0.33,0.31,7.4,0.045,34,6
7.2,0.24,0.36,2,0.029,21,6
6,0.28,0.24,17.8,0.047,42,6
6.2,0.27,0.26,12.1,0.046,43,6
6.4,0.38,0.26,8.2,0.043,28,6
7.1,0.2,0.37,1.5,0.049,28,5
6,0.21,0.3,8.7,0.036,47,5
7,0.34,0.1,3.5,0.044,17,5
5.9,0.435,0.16,6.4,0.031,21,6
7,0.25,0.33,2.1,0.021,17,6
6.7,0.26,0.29,7.7,0.038,40,6
7,0.24,0.3,12.3,0.035,72,6
8.5,0.23,0.34,1.3,0.035,54,7
6,0.21,0.3,8.7,0.036,47,5
7,0.34,0.1,3.5,0.044,17,5
4.8,0.65,0.12,1.1,0.013,4,4
6.1,0.22,0.38,2.8,0.144,12,6
5.8,0.27,0.26,3.5,0.071,26,6
5,0.455,0.18,1.9,0.036,33,7
6.5,0.33,0.3,3.8,0.036,34,7
6.5,0.33,0.3,3.8,0.036,34,7
6.7,0.31,0.3,2.4,0.038,30,7
6.2,0.39,0.24,4.8,0.037,45,7
6.2,0.39,0.24,4.8,0.037,45,7
7.1,0.37,0.3,6.2,0.04,49,6
7.2,0.23,0.82,1.3,0.149,70,6
6.5,0.33,0.3,3.8,0.036,34,7
7.2,0.25,0.32,1.5,0.054,24,6
6.2,0.39,0.24,4.8,0.037,45,7
4.7,0.455,0.18,1.9,0.036,33,7
7.1,0.37,0.3,6.2,0.04,49,6
6.2,0.28,0.51,7.9,0.056,49,5
6.4,0.35,0.28,1.6,0.037,31,7
6.6,0.31,0.28,1.4,0.035,28,6
7.4,0.25,0.37,2.6,0.05,24,6
7.3,0.36,0.34,14.8,0.057,46,5
6.7,0.31,0.3,2.4,0.038,30,7
8.6,0.31,0.3,0.9,0.045,16,5
8.6,0.31,0.3,0.9,0.045,16,5
8.6,0.22,0.33,1.2,0.031,38,5
6.9,0.14,0.29,9.9,0.056,30,6
6.5,0.22,0.31,3.9,0.046,17,5
6.6,0.32,0.47,15.6,0.063,27,5
6.6,0.32,0.47,15.6,0.063,27,5
6.1,0.28,0.26,1.5,0.03,25,6
6.2,0.3,0.28,1.6,0.036,28,6
6.9,0.22,0.28,7.8,0.05,43,8
8.7,0.31,0.21,5.6,0.039,28,4
7.3,0.27,0.3,1.3,0.04,26,6
7,0.46,0.2,16.7,0.046,50,5
5.7,0.23,0.25,7.95,0.042,16,6
6.5,0.36,0.36,6.7,0.185,51.5,5
8.2,0.18,0.38,1.1,0.04,41,6
6.2,0.27,0.32,6.3,0.048,47,6
6.9,0.4,0.37,8.9,0.053,36,5
4.9,0.345,0.34,1,0.068,32,5
7.2,0.23,0.39,1.5,0.053,26,6
6.4,0.2,0.15,6.6,0.046,26,6
6.1,0.27,0.32,6.2,0.048,47,6
6.2,0.27,0.32,6.3,0.048,47,6
6,0.3,0.33,2.1,0.042,31,6
6.1,0.3,0.32,2.2,0.042,41,7
5.7,0.14,0.3,5.4,0.045,26,5
6.9,0.4,0.37,8.9,0.053,36,5
4.9,0.345,0.34,1,0.068,32,5
6.3,0.33,0.2,17.9,0.066,36,5
7,0.16,0.3,2.6,0.043,34,6
8.4,0.22,0.3,1.3,0.038,45,7
6.3,0.33,0.2,17.9,0.066,36,5
7,0.16,0.3,2.6,0.043,34,6
5.4,0.24,0.18,2.3,0.05,22,5
7.7,0.31,0.36,4.3,0.026,15,5
5.6,0.185,0.19,7.1,0.048,36,6
5.6,0.185,0.19,7.1,0.048,36,6
6.6,0.43,0.24,11.9,0.04,54,6
7.6,0.39,0.46,11.7,0.084,55,5
7.2,0.58,0.27,5.8,0.032,40,7
6,0.34,0.32,3.8,0.044,13,7
7.5,0.35,0.48,12.4,0.056,61,5
7.3,0.38,0.23,6.5,0.05,18,4
5.4,0.185,0.19,7.1,0.048,36,6
6.3,0.27,0.51,7.6,0.049,35,4
6.5,0.29,0.52,7.9,0.049,35,6
6.4,0.17,0.3,2.8,0.034,33,6
6.7,0.18,0.31,10.6,0.035,42,7
6.4,0.17,0.3,2.8,0.034,33,6
6.8,0.37,0.67,1.5,0.175,16,6
6.3,0.27,0.51,7.6,0.049,35,4
6.5,0.29,0.52,7.9,0.049,35,6
6.1,0.24,0.26,1.7,0.033,61,7
7,0.32,0.29,7.6,0.025,35,7
6.9,0.27,0.25,7.5,0.03,18,6
6.5,0.29,0.53,1.7,0.04,41,7
6.5,0.29,0.52,1.7,0.034,41,6
6.1,0.22,0.25,12.1,0.035,54,5
6.3,0.22,0.27,4.5,0.036,81,7
6.1,0.24,0.26,1.7,0.033,61,7
5.6,0.23,0.25,8,0.043,31,6
7,0.32,0.29,7.6,0.025,35,7
6.8,0.11,0.27,8.6,0.044,45,6
6.8,0.11,0.27,8.6,0.044,45,6
7.3,0.23,0.41,14.6,0.048,73,6
6.1,0.2,0.17,1.6,0.048,46,6
6.8,0.11,0.27,8.6,0.044,45,6
7.3,0.23,0.41,14.6,0.048,73,6
6.9,0.2,0.41,1.1,0.06,36,5
6.7,0.19,0.32,3.7,0.041,26,7
6.7,0.28,0.34,8.9,0.048,32,7
6.7,0.28,0.34,8.9,0.048,32,7
8,0.37,0.31,4.7,0.038,3,5
6.7,0.28,0.34,8.9,0.048,32,7
6,0.26,0.29,3.1,0.041,37,7
6.4,0.24,0.49,5.8,0.053,25,6
6.4,0.24,0.49,5.8,0.053,25,6
6.4,0.24,0.49,5.8,0.053,25,6
6.4,0.25,0.57,1,0.062,21,5
6.1,0.25,0.48,15.8,0.052,25,6
6.8,0.14,0.35,1.5,0.047,40,6
6.5,0.38,0.26,5.2,0.042,33,7
6.8,0.14,0.35,1.5,0.047,40,6
5.4,0.15,0.32,2.5,0.037,10,6
6.4,0.25,0.57,1,0.062,21,5
6.1,0.25,0.48,15.8,0.052,25,6
6.8,0.22,0.32,5.9,0.054,40,6
7.2,0.21,0.29,3.1,0.044,39,6
6,0.26,0.29,3.1,0.041,37,7
6.4,0.24,0.49,5.8,0.053,25,6
6.5,0.46,0.24,11.5,0.051,56,6
6.5,0.18,0.48,18,0.054,56,6
6.2,0.32,0.12,4.8,0.054,6,5
7.2,0.4,0.24,8.5,0.055,45,5
5.9,0.23,0.24,1.6,0.037,32,6
6.4,0.18,0.48,18,0.054,56,6
6.2,0.32,0.12,4.8,0.054,6,5
6.4,0.37,0.12,5.9,0.056,6,4
7,0.23,0.42,1.1,0.062,35,5
7.2,0.4,0.24,8.5,0.055,45,5
7.6,0.19,0.37,13.1,0.033,52,6
6,0.28,0.27,4.1,0.046,50,6
6.2,0.32,0.45,2.9,0.029,37,6
7.6,0.19,0.37,13.1,0.033,52,6
6.4,0.26,0.26,1.1,0.052,22,5
5.9,0.25,0.27,1.5,0.029,37,6
6.1,0.28,0.3,7.75,0.031,33,6
6.9,0.19,0.38,1.15,0.023,30,5
6.4,0.29,0.57,1,0.06,15,5
6.8,0.27,0.22,17.8,0.034,16,5
7.5,0.26,0.38,5.7,0.021,23,6
6.8,0.27,0.22,17.8,0.034,16,5
6.4,0.2,0.22,7.4,0.032,53,6
7.3,0.33,0.22,1.4,0.041,40,5
7.3,0.34,0.22,1.4,0.044,43,5
6.4,0.29,0.57,1,0.06,15,5
6.1,1.1,0.16,4.4,0.033,8,4
6.3,0.24,0.29,1.6,0.052,48,5
6.2,0.24,0.22,7.9,0.053,45,5
7.4,0.16,0.27,15.5,0.05,25,7
7.4,0.16,0.27,15.5,0.05,25,7
7.4,0.16,0.27,15.5,0.05,25,7
7.4,0.16,0.27,15.5,0.05,25,7
7.2,0.17,0.28,17.55,0.05,33,7
6.9,0.19,0.35,13.5,0.038,49,6
6.9,0.19,0.35,13.5,0.038,49,6
6.8,0.16,0.36,1.3,0.034,32,6
7.4,0.16,0.27,15.5,0.05,25,7
6.8,0.3,0.27,11.6,0.028,22,6
6.2,0.24,0.22,7.9,0.053,45,5
7.4,0.16,0.27,15.5,0.05,25,7
7.2,0.17,0.28,17.55,0.05,33,7
6.8,0.3,0.27,11.6,0.028,22,6
6.5,0.43,0.18,13.15,0.032,25,5
6.6,0.17,0.36,1.9,0.036,38,6
6.9,0.19,0.35,13.5,0.038,49,6
6.8,0.16,0.36,1.3,0.034,32,6
6.4,0.41,0.01,6.1,0.048,20,5
6.4,0.41,0.01,6.1,0.048,20,5
7.4,0.36,0.32,1.9,0.036,27,6
6.1,0.17,0.21,1.9,0.09,44,5
5.5,0.28,0.21,1.6,0.032,23,5
6.6,0.5,0.26,11.3,0.029,32,8
7.1,0.44,0.27,8.4,0.057,60,6
6.9,0.38,0.28,8.3,0.062,22,5
7.1,0.44,0.27,8.4,0.057,60,6
6.2,0.24,0.28,12.2,0.049,54,6
6.1,0.28,0.27,8,0.048,41,5
7.6,0.26,0.32,1.3,0.048,23,6
7.5,0.16,0.38,12.7,0.043,70.5,7
6.5,0.36,0.16,1.3,0.054,11,5
6.6,0.35,0.19,10.5,0.06,15,4
5.7,0.25,0.26,12.5,0.049,52.5,6
7.4,0.37,0.26,9.6,0.05,33,5
5.7,0.25,0.21,1.5,0.044,21,6
5.8,0.23,0.21,1.5,0.044,21,6
5.4,0.265,0.28,7.8,0.052,27,6
5.7,0.25,0.27,10.8,0.05,58,6
5.7,0.25,0.26,12.5,0.049,52.5,6
5.9,0.23,0.28,8.6,0.046,37,6
6.2,0.3,0.32,1.2,0.052,32,5
6.5,0.33,0.24,14.5,0.048,20,8
7.4,0.26,0.29,3.7,0.048,14,6
7,0.2,0.4,1.1,0.058,30,6
6.5,0.21,0.42,1.1,0.059,33,6
7.3,0.25,0.27,3.8,0.047,16,6
6.8,0.27,0.24,4.6,0.098,36,6
6.7,0.24,0.3,10.2,0.07,44,6
6.4,0.14,0.28,7.9,0.057,21,6
6.4,0.5,0.2,2.4,0.059,19,6
6.6,0.41,0.27,10.7,0.11,20,6
6.4,0.25,0.28,4.9,0.03,29,7
6.6,0.41,0.27,10.7,0.11,20,6
8,0.25,0.35,1.1,0.054,13,5
6.4,0.14,0.28,7.9,0.057,21,6
6.6,0.21,0.34,5.6,0.046,30,5
6.4,0.5,0.2,2.4,0.059,19,6
6.3,0.29,0.23,14.2,0.037,24,6
6.9,0.37,0.23,9.5,0.057,54,5
6.9,0.37,0.23,9.5,0.057,54,5
5.7,0.31,0.28,4.1,0.03,22,7
6.9,0.45,0.27,4.7,0.035,17,7
6.9,0.3,0.45,1.4,0.039,36,7
5.3,0.23,0.56,0.9,0.041,46,5
6.8,0.3,0.26,20.3,0.037,45,6
6.7,0.28,0.42,3.5,0.035,43,6
5,0.255,0.22,2.7,0.043,46,6
7.6,0.4,0.27,1.2,0.053,23,5
5.5,0.21,0.25,1.2,0.04,18,6
6,0.2,0.25,2,0.041,30,6
6.1,0.17,0.29,1.1,0.041,32,6
7.5,0.21,0.29,1.5,0.046,35,6
7.3,0.26,0.32,1.2,0.041,29,6
6.2,0.35,0.2,18.1,0.069,33,6
6.2,0.35,0.2,18.1,0.069,33,6
6.5,0.43,0.31,3.6,0.046,19,8
6.5,0.4,0.31,3.5,0.046,22,7
7.4,0.28,0.5,12.1,0.049,48,5
6.3,0.23,0.22,17.45,0.054,42,6
6.2,0.34,0.25,12.1,0.059,33,6
6.6,0.44,0.32,3,0.095,13,6
6,0.13,0.36,1.6,0.052,23,7
6.3,0.17,0.23,5.7,0.048,44,5
6.3,0.18,0.22,5.6,0.047,45,5
6.7,0.31,0.34,6.8,0.059,51,5
6.6,0.33,0.32,15.6,0.054,62,5
6.3,0.34,0.31,6,0.02,18,7
6.8,0.29,0.32,1.8,0.032,18,6
7.4,0.31,0.26,8.6,0.048,47,5
7.4,0.31,0.26,8.6,0.048,47,5
